CustomerId,Date,Transaction Details,Type,Amount,Balance,Category
C1,05-09-2024,UPI/General Txn,DEBIT,2428.88,27240.61,General
C1,05-09-2024,UPI/General Txn,CREDIT,4374.92,96471.93,General
C1,05-09-2024,UPI/General Txn,DEBIT,4651.68,71581.95,General
C1,06-09-2024,UPI/General Txn,CREDIT,4976.23,44371.91,General
C1,06-09-2024,UPI/General Txn,DEBIT,2636.12,25542.66,General
C1,06-09-2024,UPI/General Txn,DEBIT,413.73,59242.56,General
C1,06-09-2024,UPI/General Txn,DEBIT,1227.56,1711.89,General
C1,06-09-2024,UPI/General Txn,DEBIT,3568.42,23665.24,General
C1,06-09-2024,UPI/General Txn,CREDIT,4536.56,8014.88,General
C1,06-09-2024,UPI/General Txn,CREDIT,1266.22,22209.44,General
C1,06-09-2024,UPI/General Txn,CREDIT,748.33,25056.73,General
C1,06-09-2024,UPI/General Txn,CREDIT,2417.57,19850.58,General
C1,06-09-2024,UPI/General Txn,CREDIT,574.96,36075.46,General
C1,06-09-2024,UPI/General Txn,DEBIT,2114.4,67663.09,General
C1,07-09-2024,UPI/General Txn,CREDIT,397,80258.66,General
C1,07-09-2024,UPI/General Txn,DEBIT,635.42,19830.68,General
C1,07-09-2024,UPI/General Txn,CREDIT,2298.21,19165.32,General
C1,07-09-2024,UPI/General Txn,DEBIT,2366.88,44869.94,General
C1,07-09-2024,UPI/General Txn,DEBIT,4320.61,6008.24,General
C1,07-09-2024,UPI/General Txn,DEBIT,4996.48,96930.63,General
C1,07-09-2024,UPI/General Txn,DEBIT,4639.2,17464.8,General
C1,07-09-2024,UPI/General Txn,DEBIT,2479.64,86600.39,General
C1,08-09-2024,UPI/General Txn,DEBIT,906.72,98545.58,General
C1,08-09-2024,UPI/General Txn,CREDIT,1399.49,29239.67,General
C1,08-09-2024,UPI/General Txn,CREDIT,3513.3,16324.89,General
C1,08-09-2024,UPI/General Txn,DEBIT,1553.87,58338.85,General
C1,08-09-2024,UPI/General Txn,CREDIT,2756.76,6659.36,General
C1,08-09-2024,UPI/General Txn,DEBIT,2962.47,6631.08,General
C1,08-09-2024,UPI/General Txn,DEBIT,2588.36,7783.61,General
C1,08-09-2024,UPI/General Txn,DEBIT,433.01,40973.78,General
C1,09-09-2024,UPI/General Txn,DEBIT,1306.46,62318.77,General
C1,09-09-2024,UPI/General Txn,CREDIT,2154.2,93535.92,General
C1,09-09-2024,UPI/General Txn,CREDIT,1100.87,24629.91,General
C1,09-09-2024,UPI/General Txn,CREDIT,2039.35,46265.23,General
C1,09-09-2024,UPI/General Txn,DEBIT,4652.19,1922.23,General
C1,09-09-2024,UPI/General Txn,DEBIT,3143.68,8252.81,General
C1,09-09-2024,UPI/General Txn,CREDIT,1144.46,14113.2,General
C1,09-09-2024,UPI/General Txn,DEBIT,1810.14,88047.75,General
C1,09-09-2024,UPI/General Txn,DEBIT,1910.68,44380.27,General
C1,09-09-2024,UPI/General Txn,CREDIT,2761.77,61556.1,General
C1,09-09-2024,UPI/General Txn,DEBIT,4937.44,67118.46,General
C1,09-09-2024,UPI/General Txn,DEBIT,2817.55,93954.07,General
C1,10-09-2024,UPI/General Txn,DEBIT,1395.88,74499.25,General
C1,10-09-2024,UPI/General Txn,CREDIT,861.69,60878.15,General
C1,10-09-2024,UPI/General Txn,DEBIT,3616.3,69062.22,General
C1,10-09-2024,UPI/General Txn,CREDIT,4279.27,25861,General
C1,10-09-2024,UPI/General Txn,DEBIT,4549.98,10137.55,General
C1,10-09-2024,UPI/General Txn,CREDIT,2175.52,5364.59,General
C1,10-09-2024,UPI/General Txn,DEBIT,1734.43,64074.22,General
C1,10-09-2024,UPI/General Txn,CREDIT,1383.58,55616.36,General
C1,10-09-2024,UPI/General Txn,DEBIT,2195.67,12075.51,General
C1,11-09-2024,UPI/General Txn,CREDIT,2773.39,58668.45,General
C1,11-09-2024,UPI/General Txn,DEBIT,825.66,5141.06,General
C1,11-09-2024,UPI/General Txn,DEBIT,1886.79,89993.54,General
C1,11-09-2024,UPI/General Txn,DEBIT,1129.38,67026.41,General
C1,11-09-2024,UPI/General Txn,CREDIT,1833.03,97409.87,General
C1,11-09-2024,UPI/General Txn,DEBIT,3772.44,86595.96,General
C1,11-09-2024,UPI/General Txn,DEBIT,4883.41,88260.2,General
C1,11-09-2024,UPI/General Txn,CREDIT,221.45,78456.26,General
C1,11-09-2024,UPI/General Txn,DEBIT,2117.39,27413.77,General
C1,12-09-2024,UPI/General Txn,DEBIT,1974.45,86000.73,General
C1,12-09-2024,UPI/General Txn,CREDIT,1189.93,35616.18,General
C1,12-09-2024,UPI/General Txn,DEBIT,4120.63,23069.43,General
C1,12-09-2024,UPI/General Txn,CREDIT,3334.16,33497.93,General
C1,12-09-2024,UPI/General Txn,CREDIT,4335.33,35763.47,General
C1,12-09-2024,UPI/General Txn,CREDIT,2596.09,93984.48,General
C1,12-09-2024,UPI/General Txn,CREDIT,665.17,18678.21,General
C1,12-09-2024,UPI/General Txn,CREDIT,4816.42,4787.46,General
C1,13-09-2024,UPI/General Txn,CREDIT,2229.36,44202.99,General
C1,13-09-2024,UPI/General Txn,DEBIT,4922.76,39134.35,General
C1,13-09-2024,UPI/General Txn,CREDIT,2925.28,5394.27,General
C1,13-09-2024,UPI/General Txn,DEBIT,2236.68,37057.93,General
C1,13-09-2024,UPI/General Txn,CREDIT,442.87,62692.39,General
C1,13-09-2024,UPI/General Txn,DEBIT,3350.6,72255.67,General
C1,13-09-2024,UPI/General Txn,CREDIT,1571.58,67022.4,General
C1,13-09-2024,UPI/General Txn,CREDIT,1698.3,55886.84,General
C1,13-09-2024,UPI/General Txn,CREDIT,1040.02,68054.48,General
C1,13-09-2024,UPI/General Txn,CREDIT,4523.75,41201.44,General
C1,13-09-2024,UPI/General Txn,CREDIT,4185.25,29404.46,General
C1,13-09-2024,UPI/General Txn,CREDIT,2206.45,47033.83,General
C1,14-09-2024,UPI/General Txn,CREDIT,3410.57,79579.8,General
C1,14-09-2024,UPI/General Txn,DEBIT,4803.18,66226.22,General
C1,14-09-2024,UPI/General Txn,CREDIT,1490.55,10245.33,General
C1,14-09-2024,UPI/General Txn,DEBIT,4764.8,67606.77,General
C1,14-09-2024,UPI/General Txn,DEBIT,1200.74,15588.04,General
C1,14-09-2024,UPI/General Txn,CREDIT,326.45,61516.12,General
C1,14-09-2024,UPI/General Txn,CREDIT,3865.6,42029.66,General
C1,14-09-2024,UPI/General Txn,DEBIT,3185.85,72116.25,General
C1,14-09-2024,UPI/General Txn,CREDIT,1981.49,25154.46,General
C1,14-09-2024,UPI/General Txn,DEBIT,3314.68,89373.32,General
C1,14-09-2024,UPI/General Txn,DEBIT,4316.16,78063.62,General
C1,15-09-2024,UPI/General Txn,CREDIT,961.84,5971.62,General
C1,15-09-2024,UPI/General Txn,DEBIT,1321.07,46189.72,General
C1,15-09-2024,UPI/General Txn,CREDIT,4026.94,95053.92,General
C1,15-09-2024,UPI/General Txn,CREDIT,4467.99,83226.35,General
C1,15-09-2024,UPI/General Txn,DEBIT,2784.57,74621.89,General
C1,15-09-2024,UPI/General Txn,CREDIT,2425.9,75425.9,General
C1,15-09-2024,UPI/General Txn,CREDIT,4215.33,76815.55,General
C1,15-09-2024,UPI/General Txn,DEBIT,2654.37,28185.15,General
C1,15-09-2024,UPI/General Txn,CREDIT,479.67,24214.86,General
C1,16-09-2024,UPI/General Txn,DEBIT,1666.58,14699.03,General
C1,16-09-2024,UPI/General Txn,DEBIT,1233.18,70935.5,General
C1,16-09-2024,UPI/General Txn,CREDIT,414.72,33757.26,General
C1,16-09-2024,UPI/General Txn,DEBIT,2383.03,21476.6,General
C1,16-09-2024,UPI/General Txn,DEBIT,2158.7,85816.47,General
C1,16-09-2024,UPI/General Txn,CREDIT,3851.41,48220.99,General
C1,16-09-2024,UPI/General Txn,CREDIT,4719.43,75594.04,General
C1,16-09-2024,UPI/General Txn,CREDIT,4281.89,54283.84,General
C1,16-09-2024,UPI/General Txn,DEBIT,3699.71,49334.72,General
C1,16-09-2024,UPI/General Txn,CREDIT,1437.38,3873.46,General
C1,17-09-2024,UPI/General Txn,CREDIT,3377.48,72693.96,General
C1,17-09-2024,UPI/General Txn,DEBIT,4218.48,98091.48,General
C1,17-09-2024,UPI/General Txn,CREDIT,2717.21,59597.38,General
C1,17-09-2024,UPI/General Txn,DEBIT,3348.7,64632.22,General
C1,17-09-2024,UPI/General Txn,CREDIT,764.93,18991.17,General
C1,17-09-2024,UPI/General Txn,CREDIT,1374.77,21954.37,General
C1,17-09-2024,UPI/General Txn,CREDIT,1701.54,28547.4,General
C1,17-09-2024,UPI/General Txn,CREDIT,4760.9,25974.88,General
C1,17-09-2024,UPI/General Txn,DEBIT,501.34,75153.4,General
C1,17-09-2024,UPI/General Txn,CREDIT,355.22,23197.99,General
C1,18-09-2024,UPI/General Txn,DEBIT,3928.04,75669.09,General
C1,18-09-2024,UPI/General Txn,DEBIT,4753.1,84083.66,General
C1,18-09-2024,UPI/General Txn,DEBIT,3144.54,13495.88,General
C1,18-09-2024,UPI/General Txn,DEBIT,3380.35,47038.36,General
C1,18-09-2024,UPI/General Txn,CREDIT,1355.59,17611.13,General
C1,18-09-2024,UPI/General Txn,DEBIT,3075.51,78001.4,General
C1,18-09-2024,UPI/General Txn,CREDIT,902.45,11701.78,General
C1,18-09-2024,UPI/General Txn,CREDIT,225.82,58003.88,General
C1,19-09-2024,UPI/General Txn,DEBIT,2043.61,8523.65,General
C1,19-09-2024,UPI/General Txn,DEBIT,3484.01,11088.23,General
C1,19-09-2024,UPI/General Txn,DEBIT,3885.16,79826.49,General
C1,19-09-2024,UPI/General Txn,DEBIT,2873.07,35373.17,General
C1,19-09-2024,UPI/General Txn,CREDIT,2199.05,7826.72,General
C1,19-09-2024,UPI/General Txn,DEBIT,3272.96,85107.99,General
C1,19-09-2024,UPI/General Txn,DEBIT,4129.42,43918.82,General
C1,19-09-2024,UPI/General Txn,CREDIT,1874.72,71023.56,General
C1,19-09-2024,UPI/General Txn,CREDIT,2233.89,61975.32,General
C1,19-09-2024,UPI/General Txn,CREDIT,4606.13,47022.5,General
C1,19-09-2024,UPI/General Txn,CREDIT,4146.1,32908.15,General
C1,20-09-2024,UPI/General Txn,DEBIT,4170.58,28613.9,General
C1,20-09-2024,UPI/General Txn,CREDIT,2308.93,57415.11,General
C1,20-09-2024,UPI/General Txn,CREDIT,3374.12,3841.3,General
C1,20-09-2024,UPI/General Txn,DEBIT,4269.67,49267.44,General
C1,20-09-2024,UPI/General Txn,CREDIT,1838.64,34693.55,General
C1,20-09-2024,UPI/General Txn,CREDIT,4413.57,56023.31,General
C1,20-09-2024,UPI/General Txn,DEBIT,2631.47,9475.68,General
C1,20-09-2024,UPI/General Txn,CREDIT,3628.37,55962.44,General
C1,20-09-2024,UPI/General Txn,CREDIT,1277.59,64944.39,General
C1,21-09-2024,UPI/General Txn,DEBIT,2296.06,10212.28,General
C1,21-09-2024,UPI/General Txn,DEBIT,1185.82,31314.4,General
C1,21-09-2024,UPI/General Txn,CREDIT,2949.62,55793.82,General
C1,21-09-2024,UPI/General Txn,CREDIT,1784.41,35829.24,General
C1,21-09-2024,UPI/General Txn,CREDIT,2323.35,25888.96,General
C1,21-09-2024,UPI/General Txn,DEBIT,691.21,32239.25,General
C1,21-09-2024,UPI/General Txn,DEBIT,3740.12,19962.56,General
C1,21-09-2024,UPI/General Txn,CREDIT,3719.16,72733.92,General
C1,21-09-2024,UPI/General Txn,CREDIT,4885.37,98070.55,General
C1,21-09-2024,UPI/General Txn,CREDIT,4179.88,23520.83,General
C1,21-09-2024,UPI/General Txn,DEBIT,979.26,71093.83,General
C1,22-09-2024,UPI/General Txn,DEBIT,1444.13,55782.54,General
C1,22-09-2024,UPI/General Txn,DEBIT,3517.35,64149.1,General
C1,22-09-2024,UPI/General Txn,DEBIT,3788.68,87399.25,General
C1,22-09-2024,UPI/General Txn,CREDIT,2912.91,48392.71,General
C1,22-09-2024,UPI/General Txn,DEBIT,1769.46,25995.36,General
C1,22-09-2024,UPI/General Txn,DEBIT,4322.44,82389.45,General
C1,22-09-2024,UPI/General Txn,DEBIT,2063.47,58125.09,General
C1,22-09-2024,UPI/General Txn,DEBIT,3463.61,15770.56,General
C1,22-09-2024,UPI/General Txn,CREDIT,2857.91,9432.91,General
C1,23-09-2024,UPI/General Txn,CREDIT,680.41,61025.45,General
C1,23-09-2024,UPI/General Txn,DEBIT,3974.63,77793.66,General
C1,23-09-2024,UPI/General Txn,CREDIT,1963.85,30437.96,General
C1,23-09-2024,UPI/General Txn,CREDIT,2983.77,31232.64,General
C1,23-09-2024,UPI/General Txn,DEBIT,3143.03,94811.43,General
C1,23-09-2024,UPI/General Txn,DEBIT,1118.16,27199.97,General
C1,23-09-2024,UPI/General Txn,DEBIT,497.82,18207.54,General
C1,23-09-2024,UPI/General Txn,DEBIT,467.82,41443.24,General
C1,23-09-2024,UPI/General Txn,CREDIT,3477.92,29834.67,General
C1,24-09-2024,UPI/General Txn,CREDIT,1511.71,70595.77,General
C1,24-09-2024,UPI/General Txn,DEBIT,2324.75,92467.19,General
C1,24-09-2024,UPI/General Txn,DEBIT,3960.36,43088.76,General
C1,24-09-2024,UPI/General Txn,DEBIT,2768.36,90932.73,General
C1,24-09-2024,UPI/General Txn,DEBIT,4150.49,6904.17,General
C1,24-09-2024,UPI/General Txn,CREDIT,3983.88,44476.19,General
C1,24-09-2024,UPI/General Txn,CREDIT,2396.62,70273.63,General
C1,24-09-2024,UPI/General Txn,CREDIT,4719.11,44338.13,General
C1,24-09-2024,UPI/General Txn,CREDIT,3030.38,73718.86,General
C1,25-09-2024,UPI/General Txn,DEBIT,1326.8,23663.52,General
C1,25-09-2024,UPI/General Txn,DEBIT,3404.06,99957.67,General
C1,25-09-2024,NEFT/TCS SALARY,CREDIT,80000,76547.79,Salary
C1,25-09-2024,NEFT/TCS SALARY,CREDIT,60000,99697.6,Salary
C1,25-09-2024,NEFT/INFOSYS SALARY,CREDIT,50000,35448.14,Salary
C1,25-09-2024,UPI/General Txn,DEBIT,1733.21,85915.58,General
C1,25-09-2024,NEFT/WIPRO SALARY,CREDIT,60000,94574.16,Salary
C1,25-09-2024,UPI/General Txn,DEBIT,4086.47,46027.76,General
C1,25-09-2024,NEFT/INFOSYS SALARY,CREDIT,50000,86626.15,Salary
C1,25-09-2024,UPI/General Txn,DEBIT,4142.14,66108.38,General
C1,25-09-2024,NEFT/TCS SALARY,CREDIT,50000,52325.5,Salary
C1,25-09-2024,NEFT/INFOSYS SALARY,CREDIT,80000,76239.06,Salary
C1,26-09-2024,UPI/General Txn,DEBIT,1408.58,92839.6,General
C1,26-09-2024,UPI/General Txn,CREDIT,2246.77,13021.18,General
C1,26-09-2024,UPI/General Txn,DEBIT,4868.42,71268.5,General
C1,26-09-2024,UPI/General Txn,DEBIT,1622.68,55672.89,General
C1,26-09-2024,UPI/General Txn,DEBIT,556.73,46683.34,General
C1,26-09-2024,UPI/General Txn,DEBIT,675.58,50339.17,General
C1,26-09-2024,UPI/General Txn,CREDIT,3611.36,42133.54,General
C1,26-09-2024,UPI/General Txn,CREDIT,2464.25,25129.36,General
C1,26-09-2024,UPI/General Txn,CREDIT,2801.2,19870.43,General
C1,27-09-2024,UPI/General Txn,DEBIT,2590.38,86538.67,General
C1,27-09-2024,UPI/General Txn,CREDIT,1453.61,34647.65,General
C1,27-09-2024,UPI/General Txn,CREDIT,3959.82,82234.4,General
C1,27-09-2024,UPI/General Txn,CREDIT,1485.91,83910.12,General
C1,27-09-2024,UPI/General Txn,CREDIT,2941.62,86660.8,General
C1,27-09-2024,UPI/General Txn,CREDIT,2288.08,35167.27,General
C1,27-09-2024,UPI/General Txn,CREDIT,2804.4,46079.12,General
C1,27-09-2024,UPI/General Txn,DEBIT,1676.71,98096.69,General
C1,27-09-2024,UPI/General Txn,CREDIT,1270.15,24122.68,General
C1,27-09-2024,UPI/General Txn,DEBIT,3900.17,32499.46,General
C1,27-09-2024,UPI/General Txn,CREDIT,2417.58,39221.8,General
C1,27-09-2024,UPI/General Txn,DEBIT,3352.08,50037.54,General
C1,28-09-2024,UPI/General Txn,CREDIT,718.61,87100.33,General
C1,28-09-2024,UPI/General Txn,CREDIT,4383.53,10871.46,General
C1,28-09-2024,UPI/General Txn,DEBIT,4561.16,72521.94,General
C1,28-09-2024,UPI/General Txn,DEBIT,2108.9,8408,General
C1,28-09-2024,UPI/General Txn,CREDIT,3929.47,34517.56,General
C1,28-09-2024,UPI/General Txn,DEBIT,3494.25,85324.76,General
C1,28-09-2024,UPI/General Txn,CREDIT,4276.47,95459.82,General
C1,28-09-2024,UPI/General Txn,CREDIT,3171.32,87365.92,General
C1,29-09-2024,UPI/General Txn,DEBIT,3125.55,63484.94,General
C1,29-09-2024,UPI/General Txn,DEBIT,4612.55,74929.87,General
C1,29-09-2024,UPI/General Txn,DEBIT,2226.46,76276.6,General
C1,29-09-2024,UPI/General Txn,DEBIT,3549.07,44924.18,General
C1,29-09-2024,UPI/General Txn,DEBIT,3500.61,5553.11,General
C1,29-09-2024,UPI/General Txn,CREDIT,4001.1,36487.87,General
C1,29-09-2024,UPI/General Txn,DEBIT,2210.37,53585.47,General
C1,29-09-2024,UPI/General Txn,DEBIT,2873.05,17828.38,General
C1,30-09-2024,UPI/General Txn,CREDIT,3086.51,62351.33,General
C1,30-09-2024,UPI/General Txn,DEBIT,1280.07,23986.66,General
C1,30-09-2024,UPI/General Txn,CREDIT,3225.73,26277.34,General
C1,30-09-2024,UPI/General Txn,CREDIT,146.05,90219.73,General
C1,30-09-2024,UPI/General Txn,DEBIT,3420.29,8312.33,General
C1,30-09-2024,UPI/General Txn,CREDIT,4731.65,64254.93,General
C1,30-09-2024,UPI/General Txn,CREDIT,2179.11,46226.75,General
C1,30-09-2024,UPI/General Txn,CREDIT,1580.4,85480.21,General
C1,01-10-2024,UPI/General Txn,CREDIT,1262.31,57906.38,General
C1,01-10-2024,UPI/General Txn,CREDIT,4964.19,3172.02,General
C1,01-10-2024,UPI/General Txn,CREDIT,4167.18,28173.56,General
C1,01-10-2024,UPI/General Txn,DEBIT,2873.05,91151.08,General
C1,01-10-2024,UPI/General Txn,CREDIT,3751.34,77798.36,General
C1,01-10-2024,UPI/General Txn,CREDIT,1227.58,22681.45,General
C1,01-10-2024,UPI/General Txn,CREDIT,1031.65,68098.68,General
C1,01-10-2024,UPI/General Txn,DEBIT,3632.55,63196.56,General
C1,02-10-2024,UPI/General Txn,CREDIT,1613.77,4303.09,General
C1,02-10-2024,UPI/General Txn,DEBIT,1887.82,9923.2,General
C1,02-10-2024,UPI/General Txn,CREDIT,1546.04,18388.37,General
C1,02-10-2024,UPI/General Txn,CREDIT,747.58,53554.38,General
C1,02-10-2024,UPI/General Txn,DEBIT,4576.09,26440.04,General
C1,02-10-2024,UPI/General Txn,CREDIT,4140.98,96771.02,General
C1,02-10-2024,UPI/General Txn,CREDIT,1546.19,80619.02,General
C1,02-10-2024,UPI/General Txn,DEBIT,2394.82,14934.94,General
C1,03-10-2024,UPI/General Txn,CREDIT,4314.69,96759.7,General
C1,03-10-2024,UPI/General Txn,CREDIT,4042.48,9939.98,General
C1,03-10-2024,UPI/General Txn,CREDIT,2033.42,54120.66,General
C1,03-10-2024,UPI/General Txn,CREDIT,2328.45,58871.45,General
C1,03-10-2024,UPI/General Txn,CREDIT,4129.84,11726.26,General
C1,03-10-2024,UPI/General Txn,DEBIT,1245.73,62335.14,General
C1,03-10-2024,UPI/General Txn,CREDIT,4721.53,91610.33,General
C1,03-10-2024,UPI/General Txn,DEBIT,1184.7,63904.99,General
C1,03-10-2024,UPI/General Txn,CREDIT,2374.91,65274.71,General
C1,04-10-2024,UPI/General Txn,DEBIT,784.91,31132.09,General
C1,04-10-2024,UPI/General Txn,DEBIT,2513.86,24245.2,General
C1,04-10-2024,UPI/General Txn,CREDIT,2733.98,45910.73,General
C1,04-10-2024,UPI/General Txn,CREDIT,3385.38,59146.69,General
C1,04-10-2024,UPI/General Txn,CREDIT,3660.34,65837.27,General
C1,04-10-2024,UPI/General Txn,CREDIT,4185.1,93966.25,General
C1,04-10-2024,UPI/General Txn,CREDIT,1470.73,22509.7,General
C1,04-10-2024,UPI/General Txn,DEBIT,2279.01,85689.57,General
C1,05-10-2024,UPI/General Txn,CREDIT,4906.55,54902.12,General
C1,05-10-2024,UPI/General Txn,CREDIT,4891.43,6994.46,General
C1,05-10-2024,UPI/General Txn,DEBIT,1451.82,94952.07,General
C1,05-10-2024,UPI/General Txn,DEBIT,4138.54,66614.11,General
C1,05-10-2024,UPI/General Txn,DEBIT,3244.35,6007.27,General
C1,05-10-2024,UPI/General Txn,DEBIT,1734.19,78910.83,General
C1,05-10-2024,UPI/General Txn,DEBIT,1105.51,59051.93,General
C1,05-10-2024,UPI/General Txn,DEBIT,4083.96,33527.4,General
C1,06-10-2024,UPI/General Txn,DEBIT,3964.35,28450.21,General
C1,06-10-2024,UPI/General Txn,DEBIT,4921.74,54481.33,General
C1,06-10-2024,UPI/General Txn,DEBIT,4012.72,66444.71,General
C1,06-10-2024,UPI/General Txn,DEBIT,226.32,36465.99,General
C1,06-10-2024,UPI/General Txn,CREDIT,3963.31,2562.33,General
C1,06-10-2024,UPI/General Txn,DEBIT,1400.3,74430.09,General
C1,06-10-2024,UPI/General Txn,DEBIT,2677.82,48148.35,General
C1,06-10-2024,UPI/General Txn,DEBIT,3912.28,45748.54,General
C1,06-10-2024,UPI/General Txn,DEBIT,1185.59,72997.06,General
C1,07-10-2024,UPI/General Txn,DEBIT,1577.99,7021.72,General
C1,07-10-2024,UPI/General Txn,CREDIT,2447.01,43201.09,General
C1,07-10-2024,UPI/General Txn,CREDIT,629.01,8275.58,General
C1,07-10-2024,UPI/General Txn,DEBIT,495.87,7502.54,General
C1,07-10-2024,UPI/General Txn,CREDIT,1447.58,38709.54,General
C1,07-10-2024,UPI/General Txn,CREDIT,3027.22,45917.83,General
C1,07-10-2024,UPI/General Txn,DEBIT,3066.59,79516.51,General
C1,07-10-2024,UPI/General Txn,DEBIT,660.63,43576.92,General
C1,07-10-2024,UPI/General Txn,CREDIT,4451.65,34554.23,General
C1,07-10-2024,UPI/General Txn,CREDIT,2322.14,73231.64,General
C1,07-10-2024,UPI/General Txn,CREDIT,1631.49,66845.68,General
C1,07-10-2024,UPI/General Txn,DEBIT,1934.08,68995.28,General
C1,08-10-2024,UPI/General Txn,DEBIT,428.95,10229.78,General
C1,08-10-2024,UPI/General Txn,CREDIT,573.17,81365.16,General
C1,08-10-2024,UPI/General Txn,CREDIT,2826.22,67331.31,General
C1,08-10-2024,UPI/General Txn,CREDIT,2112.96,86941.12,General
C1,08-10-2024,UPI/General Txn,CREDIT,3633.2,60440.6,General
C1,08-10-2024,UPI/General Txn,DEBIT,1823.07,16318.29,General
C1,08-10-2024,UPI/General Txn,DEBIT,2462.73,35661.29,General
C1,08-10-2024,UPI/General Txn,DEBIT,2825.7,76497.96,General
C1,08-10-2024,UPI/General Txn,CREDIT,2913.09,84670.36,General
C1,08-10-2024,UPI/General Txn,DEBIT,4875.28,61290.5,General
C1,08-10-2024,UPI/General Txn,CREDIT,3323.37,3866.36,General
C1,09-10-2024,UPI/General Txn,CREDIT,3543.22,92232.21,General
C1,09-10-2024,UPI/General Txn,DEBIT,1820.01,87116.41,General
C1,09-10-2024,UPI/General Txn,CREDIT,2874.97,7888.96,General
C1,09-10-2024,UPI/General Txn,DEBIT,3730.75,10084.01,General
C1,09-10-2024,UPI/General Txn,CREDIT,2699.37,42563.42,General
C1,09-10-2024,UPI/General Txn,CREDIT,1770.39,31852.1,General
C1,09-10-2024,UPI/General Txn,DEBIT,1689.48,88450.88,General
C1,09-10-2024,UPI/General Txn,DEBIT,862.34,67722.9,General
C1,09-10-2024,UPI/General Txn,CREDIT,1433.3,49080.51,General
C1,09-10-2024,UPI/General Txn,CREDIT,2266.02,22341.33,General
C1,10-10-2024,UPI/General Txn,CREDIT,657.71,11978.09,General
C1,10-10-2024,UPI/General Txn,CREDIT,3423.27,53166.48,General
C1,10-10-2024,UPI/General Txn,DEBIT,1611.26,40131.08,General
C1,10-10-2024,UPI/General Txn,DEBIT,3036.69,21237.89,General
C1,10-10-2024,UPI/General Txn,DEBIT,4732.09,76651.93,General
C1,10-10-2024,UPI/General Txn,DEBIT,1518.29,1765.26,General
C1,10-10-2024,UPI/General Txn,DEBIT,3760.37,13789.38,General
C1,10-10-2024,UPI/General Txn,DEBIT,2709.65,50525.97,General
